CustomerID,Age,Gender,Income,Location,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,Tenure,CallMinutes,DataUsage,ServiceCalls,SatisfactionScore,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Churn
CID004080,35,Female,40100.0,Urban,Month-to-Month,Credit card,41.25,1151.46,27,,41.6,3,3.0,Yes,DSL,No,No,Yes,No,No
CID004081,49,Female,67300.0,Urban,One Year,Electronic check,79.8,4141.22,53,292.0,4.8,1,4.0,No,No,No,No,No,No,No
CID004082,29,Male,142300.0,Urban,Month-to-Month,Electronic check,62.58,3079.26,49,108.0,17.4,2,4.0,No,Fiber optic,No,No,No,No,No
CID004083,65,Male,255000.0,Rural,One Year,Bank transfer,56.79,55.08,1,310.0,,0,4.0,No,No,No,No,No,No,Yes
CID004084,18,Female,108900.0,Suburban,One Year,Mailed check,86.15,443.87,5,125.0,4.2,0,3.0,No,No,No,No,No,No,No
CID004085,59,Male,,Urban,One Year,Electronic check,64.23,592.68,9,162.0,3.3,2,4.0,Yes,Fiber optic,Yes,Yes,No,No,No
CID004086,36,Male,,Urban,Month-to-Month,Credit card,42.7,41.81,1,182.0,1.2,1,4.0,No,Fiber optic,No,Yes,Yes,No,No
CID004087,52,Female,97900.0,Rural,Month-to-Month,Credit card,72.42,5014.72,72,332.0,30.3,1,4.0,No,DSL,No,No,No,No,No
CID004088,41,Male,152800.0,Urban,Month-to-Month,Credit card,89.2,517.92,6,174.0,38.1,2,5.0,No,DSL,Yes,No,No,Yes,Yes
CID004089,57,Female,32000.0,Suburban,Two Year,Electronic check,44.67,225.95,5,55.0,15.9,3,,No,Fiber optic,Yes,No,Yes,No,No
CID004090,34,Female,42600.0,Urban,Two Year,Credit card,68.23,1843.58,28,46.0,20.7,3,4.0,No,Fiber optic,No,No,No,Yes,No
CID004091,23,Male,202100.0,Suburban,Month-to-Month,Bank transfer,45.02,751.57,17,118.0,7.6,1,,Yes,Fiber optic,No,Yes,No,No,No
CID004092,61,Female,30300.0,Rural,Month-to-Month,Electronic check,27.84,949.88,33,120.0,31.4,2,4.0,No,Fiber optic,Yes,No,Yes,No,Yes
CID004093,38,Male,23400.0,Rural,Month-to-Month,Bank transfer,104.86,401.9,4,222.0,21.9,4,4.0,No,No,No,No,No,No,Yes
CID004094,43,Female,174500.0,Suburban,Month-to-Month,Electronic check,53.01,2244.49,42,96.0,53.5,3,2.0,No,No,No,No,No,No,No
CID004095,58,Male,138400.0,Urban,Month-to-Month,Bank transfer,50.51,3100.25,62,227.0,34.3,1,4.0,Yes,No,No,No,No,No,No
CID004096,24,Male,81000.0,Suburban,One Year,Bank transfer,52.47,3533.45,70,241.0,0.5,3,4.0,No,Fiber optic,Yes,Yes,No,Yes,No
CID004097,48,Female,58000.0,Urban,Month-to-Month,Credit card,50.53,303.47,6,163.0,41.5,2,5.0,No,Fiber optic,No,No,No,Yes,No
CID004098,31,Male,44000.0,Rural,One Year,Electronic check,73.49,3386.17,46,267.0,0.7,0,4.0,No,Fiber optic,No,Yes,No,No,No
CID004099,38,Female,72900.0,Suburban,Two Year,Bank transfer,45.35,179.19,4,325.0,42.0,0,5.0,No,Fiber optic,Yes,Yes,Yes,Yes,Yes
CID004100,41,Male,180900.0,Urban,One Year,Electronic check,42.16,1047.42,26,163.0,109.1,5,5.0,No,DSL,No,Yes,Yes,No,No
CID004101,18,Male,70800.0,Urban,Month-to-Month,Credit card,64.52,438.4,7,182.0,16.4,3,5.0,No,DSL,Yes,No,Yes,No,Yes
CID004102,28,Female,272900.0,Suburban,Month-to-Month,Bank transfer,51.87,822.01,16,217.0,6.4,0,3.0,No,DSL,No,Yes,No,Yes,No
CID004103,60,Male,,Rural,Month-to-Month,Electronic check,69.21,3586.41,53,252.0,0.2,1,4.0,No,No,No,No,No,No,No
CID004104,53,Male,59100.0,Suburban,Two Year,Electronic check,40.46,39.09,1,257.0,4.1,2,4.0,No,Fiber optic,No,Yes,Yes,No,No
CID004105,39,Female,46100.0,Urban,Month-to-Month,Bank transfer,66.11,3103.12,47,260.0,17.5,0,2.0,No,Fiber optic,No,No,No,Yes,No
CID004106,43,Female,28000.0,Urban,Month-to-Month,Mailed check,66.59,263.63,4,175.0,41.1,4,5.0,No,Fiber optic,No,No,Yes,Yes,No
CID004107,35,Female,,Urban,Month-to-Month,Bank transfer,107.3,654.42,6,200.0,51.3,3,3.0,Yes,DSL,No,Yes,No,No,Yes
CID004108,60,Female,80200.0,Rural,Month-to-Month,Electronic check,93.56,9506.66,101,224.0,28.8,0,2.0,No,No,No,No,No,No,No
CID004109,36,Male,86400.0,Rural,One Year,Bank transfer,62.59,60.52,1,179.0,2.3,1,2.0,No,DSL,No,No,No,Yes,No
CID004110,43,Female,273600.0,Rural,Month-to-Month,Electronic check,63.89,65.09,1,335.0,118.7,5,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID004111,57,Male,82900.0,Suburban,Month-to-Month,Mailed check,63.63,63.41,1,210.0,34.4,0,2.0,Yes,No,No,No,No,No,Yes
CID004112,28,Female,133900.0,Suburban,Month-to-Month,Credit card,72.57,1953.42,28,175.0,13.9,1,4.0,No,DSL,No,No,No,No,No
CID004113,63,Male,62700.0,Suburban,Month-to-Month,Bank transfer,53.21,405.18,8,194.0,42.0,0,4.0,Yes,No,No,No,No,No,Yes
CID004114,18,Other,193800.0,Suburban,One Year,Electronic check,54.36,3963.4,72,141.0,22.2,5,,Yes,Fiber optic,No,No,No,Yes,No
CID004115,64,Female,320900.0,Suburban,Month-to-Month,Credit card,65.0,197.31,3,85.0,23.1,2,2.0,No,Fiber optic,No,No,Yes,No,Yes
CID004116,34,Female,86800.0,Urban,Month-to-Month,Electronic check,69.58,2585.15,36,181.0,88.8,0,5.0,No,DSL,No,No,No,No,No
CID004117,36,Female,29900.0,Suburban,One Year,Bank transfer,62.38,512.14,8,244.0,40.4,1,5.0,No,DSL,Yes,No,No,Yes,No
CID004118,18,Female,40800.0,Urban,One Year,Mailed check,70.91,3900.1,53,111.0,7.6,2,4.0,No,Fiber optic,No,Yes,Yes,No,No
CID004119,33,Female,72900.0,Urban,Month-to-Month,Electronic check,88.45,3204.72,37,,4.8,3,5.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID004120,24,Male,82400.0,Rural,Month-to-Month,Electronic check,80.86,801.58,10,170.0,4.7,3,1.0,Yes,Fiber optic,No,No,Yes,No,Yes
CID004121,30,Male,97600.0,Rural,Month-to-Month,Electronic check,104.89,200.59,2,191.0,15.2,2,4.0,Yes,DSL,Yes,No,No,No,Yes
CID004122,37,Male,82600.0,Suburban,Month-to-Month,Credit card,83.15,3461.34,42,266.0,12.3,1,5.0,Yes,DSL,No,Yes,Yes,No,Yes
CID004123,54,Male,60200.0,Urban,Month-to-Month,Credit card,68.9,2678.77,40,203.0,15.1,2,4.0,No,Fiber optic,No,Yes,Yes,No,No
CID004124,43,Female,38400.0,Rural,Month-to-Month,Mailed check,68.35,633.93,9,127.0,1.6,1,4.0,Yes,DSL,No,No,No,Yes,No
CID004125,44,Female,79300.0,Suburban,Two Year,Electronic check,59.11,60.03,1,203.0,5.6,1,1.0,No,Fiber optic,Yes,No,No,No,No
CID004126,23,Female,219400.0,Urban,Month-to-Month,Credit card,65.09,133.85,2,101.0,39.9,2,,No,Fiber optic,No,No,Yes,No,Yes
CID004127,26,Female,122300.0,Suburban,One Year,Mailed check,66.1,1134.09,17,114.0,35.4,4,,No,Fiber optic,No,No,No,Yes,No
CID004128,66,Female,87100.0,Urban,One Year,Mailed check,67.58,2047.26,30,334.0,12.5,2,5.0,No,Fiber optic,No,No,No,Yes,No
CID004129,28,Male,123100.0,Suburban,Two Year,Mailed check,25.29,24.62,1,93.0,12.4,3,2.0,No,DSL,No,Yes,Yes,No,No
CID004130,64,Male,46200.0,Rural,Month-to-Month,Electronic check,40.14,122.46,3,273.0,53.8,3,5.0,No,DSL,No,No,Yes,Yes,No
CID004131,36,Male,,Urban,Two Year,Mailed check,58.73,3568.26,63,272.0,5.0,2,5.0,No,DSL,No,Yes,No,No,No
CID004132,40,Male,35500.0,Urban,Two Year,Bank transfer,54.46,585.63,11,82.0,11.0,1,4.0,No,No,No,No,No,No,No
CID004133,56,Female,54800.0,Urban,Month-to-Month,Mailed check,15.0,116.16,8,86.0,36.0,4,4.0,No,DSL,No,No,Yes,Yes,Yes
CID004134,59,Female,44600.0,Urban,Month-to-Month,Credit card,15.79,280.5,17,237.0,21.4,0,5.0,No,Fiber optic,Yes,No,Yes,No,No
CID004135,38,Female,139500.0,Urban,Month-to-Month,Electronic check,99.05,617.96,6,109.0,1.6,4,,No,Fiber optic,No,No,No,No,No
CID004136,34,Female,,Urban,One Year,Bank transfer,69.73,1446.87,20,307.0,0.3,0,4.0,No,DSL,No,No,Yes,No,No
CID004137,39,Female,34100.0,Urban,Month-to-Month,Electronic check,97.58,5205.59,51,304.0,0.5,2,4.0,No,Fiber optic,Yes,Yes,No,Yes,No
CID004138,45,Male,233200.0,Urban,Month-to-Month,Credit card,50.66,1639.37,32,373.0,26.7,1,2.0,No,Fiber optic,No,No,No,Yes,Yes
CID004139,53,Female,43700.0,Urban,One Year,Electronic check,50.81,211.26,4,,24.4,2,,No,Fiber optic,Yes,No,No,No,Yes
CID004140,40,Male,66700.0,Urban,Month-to-Month,Electronic check,106.4,625.11,6,386.0,1.1,1,5.0,No,DSL,Yes,No,No,No,Yes
CID004141,49,Male,82100.0,Suburban,One Year,Credit card,66.18,785.01,12,345.0,3.5,1,4.0,Yes,Fiber optic,No,No,No,No,Yes
CID004142,64,Male,,Suburban,Month-to-Month,Electronic check,71.69,5573.35,78,196.0,32.1,0,4.0,No,Fiber optic,No,No,No,No,No
CID004143,45,Male,142200.0,Urban,One Year,Bank transfer,57.6,220.94,4,135.0,9.3,3,5.0,Yes,DSL,No,No,Yes,Yes,No
CID004144,44,Male,93500.0,Suburban,Month-to-Month,Credit card,35.44,1244.08,34,173.0,119.7,2,2.0,No,No,No,No,No,No,No
CID004145,18,Male,178200.0,Rural,Month-to-Month,Mailed check,92.61,89.08,1,248.0,9.4,7,5.0,Yes,DSL,No,No,No,No,No
CID004146,18,Female,37200.0,Rural,One Year,Electronic check,30.35,2532.02,81,239.0,10.2,1,4.0,No,DSL,Yes,No,No,Yes,No
CID004147,45,Female,64200.0,Urban,Month-to-Month,Electronic check,83.13,5025.13,58,225.0,13.6,2,5.0,Yes,Fiber optic,No,No,No,Yes,No
CID004148,38,Male,61500.0,Suburban,Month-to-Month,Credit card,71.66,360.73,5,136.0,44.0,1,3.0,Yes,No,No,No,No,No,No
CID004149,32,Male,72000.0,Urban,Two Year,Electronic check,52.96,358.33,7,118.0,20.4,4,5.0,No,Fiber optic,Yes,Yes,Yes,No,Yes
CID004150,43,Female,21600.0,Urban,Month-to-Month,Bank transfer,58.21,289.21,5,147.0,,1,5.0,No,Fiber optic,Yes,No,Yes,No,Yes
CID004151,39,Male,64700.0,Urban,One Year,Credit card,81.9,236.83,3,94.0,13.9,0,4.0,No,Fiber optic,No,No,Yes,No,No
CID004152,56,Female,22100.0,Urban,Month-to-Month,Mailed check,58.43,562.04,10,109.0,,4,5.0,Yes,No,No,No,No,No,No
CID004153,41,Female,76900.0,Suburban,Month-to-Month,Credit card,69.54,998.49,14,152.0,0.1,2,,Yes,No,No,No,No,No,Yes
CID004154,28,Male,13500.0,Suburban,Month-to-Month,Electronic check,70.27,69.52,1,81.0,21.4,2,5.0,No,Fiber optic,No,No,Yes,No,Yes
CID004155,54,Male,16400.0,Suburban,Two Year,Mailed check,46.68,44.35,1,60.0,2.1,3,2.0,Yes,DSL,No,No,No,Yes,No
CID004156,36,Male,106200.0,Urban,Month-to-Month,Bank transfer,78.13,820.62,11,,5.4,3,5.0,No,DSL,No,No,No,No,Yes
CID004157,47,Male,40800.0,Urban,Two Year,Electronic check,57.22,3129.02,53,221.0,150.2,2,4.0,No,Fiber optic,No,No,Yes,Yes,No
CID004158,32,Male,30000.0,Urban,Two Year,Electronic check,48.9,395.88,8,240.0,25.3,1,5.0,Yes,Fiber optic,No,Yes,No,Yes,Yes
CID004159,30,Female,145700.0,Urban,Month-to-Month,Bank transfer,82.57,427.07,5,133.0,50.9,3,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID004160,41,Male,75300.0,Rural,One Year,Bank transfer,69.63,68.05,1,250.0,1.5,6,4.0,Yes,No,No,No,No,No,No
CID004161,40,Female,110200.0,Suburban,One Year,Mailed check,65.96,64.74,1,224.0,12.1,3,4.0,No,Fiber optic,No,No,Yes,No,No
CID004162,47,Female,53300.0,Rural,Month-to-Month,Credit card,100.15,2836.97,28,119.0,49.6,0,2.0,No,No,No,No,No,No,Yes
CID004163,35,Male,390700.0,Suburban,Month-to-Month,Mailed check,102.36,6347.08,61,375.0,13.2,2,3.0,Yes,No,No,No,No,No,No
CID004164,18,Male,,Urban,Month-to-Month,Credit card,62.03,768.21,13,371.0,7.3,3,5.0,Yes,DSL,Yes,No,No,No,Yes
CID004165,33,Male,203000.0,Urban,One Year,Bank transfer,55.5,57.76,1,267.0,16.4,2,,Yes,DSL,Yes,No,Yes,No,No
CID004166,51,Male,57400.0,Suburban,One Year,Electronic check,70.4,72.51,1,131.0,15.9,2,2.0,Yes,Fiber optic,No,No,No,No,Yes
CID004167,35,Female,18800.0,Urban,Month-to-Month,Electronic check,68.72,1522.37,23,142.0,116.9,3,5.0,Yes,Fiber optic,No,No,No,No,No
CID004168,36,Male,84000.0,Rural,Month-to-Month,Bank transfer,76.21,362.39,5,148.0,10.9,2,5.0,No,Fiber optic,No,No,Yes,Yes,No
CID004169,54,Female,74600.0,Suburban,Two Year,Credit card,38.28,668.28,17,289.0,78.9,4,4.0,No,No,No,No,No,No,No
CID004170,29,Male,28700.0,Urban,Month-to-Month,Electronic check,64.55,67.15,1,,60.8,1,4.0,Yes,No,No,No,No,No,No
CID004171,18,Male,31400.0,Suburban,One Year,Mailed check,61.24,180.45,3,284.0,14.9,3,4.0,Yes,Fiber optic,No,No,No,Yes,No
CID004172,37,Female,58800.0,Rural,Month-to-Month,Electronic check,51.72,1777.76,35,262.0,72.5,4,2.0,Yes,DSL,Yes,No,No,No,Yes
CID004173,32,Female,76500.0,Urban,One Year,Electronic check,35.21,2080.43,59,143.0,32.6,1,5.0,Yes,DSL,No,Yes,No,Yes,No
CID004174,25,Male,10600.0,Suburban,Two Year,Bank transfer,62.76,63.86,1,144.0,54.1,0,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID004175,37,Male,125100.0,Urban,Month-to-Month,Electronic check,39.14,1787.31,45,331.0,55.6,2,5.0,No,Fiber optic,No,Yes,Yes,No,Yes
CID004176,47,Female,42400.0,Suburban,Month-to-Month,Bank transfer,101.23,10067.38,97,196.0,2.2,1,5.0,No,DSL,Yes,No,No,No,No
CID004177,39,Male,23600.0,Urban,Month-to-Month,Credit card,92.6,356.1,4,259.0,56.8,3,3.0,No,DSL,No,Yes,Yes,Yes,No
CID004178,44,Male,115700.0,Urban,Month-to-Month,Credit card,76.18,915.97,12,,16.8,1,,No,DSL,No,Yes,Yes,Yes,Yes
CID004179,67,Female,58900.0,Suburban,Month-to-Month,Electronic check,79.03,790.8,10,172.0,25.3,1,4.0,No,No,No,No,No,No,Yes
CID004180,34,Female,140300.0,Urban,One Year,Bank transfer,71.2,669.63,9,151.0,8.9,2,3.0,Yes,Fiber optic,No,No,Yes,No,No
CID004181,44,Female,81400.0,Suburban,Month-to-Month,Credit card,61.67,2569.97,40,64.0,25.9,1,4.0,No,Fiber optic,No,No,No,No,Yes
CID004182,32,Female,59800.0,Rural,Month-to-Month,Electronic check,62.57,256.55,4,95.0,0.7,2,,No,No,No,No,No,No,Yes
CID004183,27,Female,53800.0,Urban,One Year,Mailed check,57.1,651.77,11,77.0,11.6,3,4.0,Yes,No,No,No,No,No,No
CID004184,31,Female,83900.0,Suburban,One Year,Credit card,65.18,4541.11,68,379.0,24.8,4,,No,DSL,No,No,Yes,Yes,Yes
CID004185,32,Female,44800.0,Suburban,Month-to-Month,Electronic check,56.64,2026.11,35,279.0,5.5,2,4.0,Yes,Fiber optic,No,No,Yes,Yes,No
CID004186,45,Female,33000.0,Urban,One Year,Credit card,52.39,559.91,11,153.0,27.9,1,2.0,No,Fiber optic,Yes,No,No,Yes,No
CID004187,75,Female,91800.0,Suburban,One Year,Mailed check,90.04,728.77,8,152.0,44.1,0,5.0,Yes,DSL,No,No,Yes,No,Yes
CID004188,29,Male,54100.0,Suburban,Month-to-Month,Electronic check,76.21,1508.24,19,111.0,1.0,1,4.0,No,Fiber optic,No,No,Yes,Yes,Yes
CID004189,33,Male,61300.0,Suburban,Month-to-Month,Mailed check,46.75,479.19,10,304.0,23.2,4,5.0,Yes,Fiber optic,Yes,No,Yes,Yes,No
CID004190,39,Female,128400.0,Rural,Month-to-Month,Electronic check,87.14,5371.21,61,204.0,21.7,3,4.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID004191,45,Female,55300.0,Suburban,One Year,Electronic check,55.76,1033.82,19,194.0,38.1,1,3.0,No,No,No,No,No,No,Yes
CID004192,43,Male,,Rural,One Year,Mailed check,50.95,2489.29,48,102.0,29.9,1,3.0,No,Fiber optic,No,No,No,Yes,No
CID004193,59,Female,39300.0,Suburban,One Year,Mailed check,96.62,285.43,3,237.0,15.2,1,5.0,Yes,DSL,No,No,No,No,No
CID004194,18,Male,80900.0,Urban,Month-to-Month,Mailed check,71.49,341.91,5,342.0,10.9,4,4.0,No,Fiber optic,No,No,Yes,Yes,No
CID004195,18,Female,76500.0,Suburban,Month-to-Month,Electronic check,53.95,367.81,7,107.0,106.1,1,3.0,No,No,No,No,No,No,No
CID004196,32,Female,112500.0,Urban,One Year,Credit card,51.28,862.1,17,126.0,17.4,3,5.0,No,No,No,No,No,No,No
CID004197,56,Female,39900.0,Suburban,Month-to-Month,Mailed check,72.97,306.38,4,167.0,13.1,4,5.0,Yes,DSL,Yes,Yes,Yes,No,No
CID004198,18,Male,43500.0,Suburban,Month-to-Month,Credit card,72.84,2242.04,30,200.0,124.1,2,5.0,Yes,Fiber optic,Yes,No,No,No,Yes
CID004199,18,Female,104200.0,Suburban,Month-to-Month,Credit card,79.34,2327.73,30,337.0,5.0,2,5.0,Yes,DSL,Yes,No,No,No,No
CID004200,48,Male,71400.0,Urban,One Year,Electronic check,34.36,105.78,3,175.0,5.1,3,2.0,No,Fiber optic,Yes,No,Yes,No,Yes
CID004201,43,Male,31700.0,Suburban,Month-to-Month,Electronic check,47.68,141.0,3,132.0,93.7,0,3.0,No,Fiber optic,Yes,No,Yes,No,No
CID004202,23,Male,149400.0,Urban,Month-to-Month,Credit card,66.25,1406.26,21,240.0,26.8,1,4.0,No,Fiber optic,No,No,No,Yes,No
CID004203,25,Female,18200.0,Suburban,One Year,Credit card,52.01,213.55,4,225.0,18.3,0,5.0,No,No,No,No,No,No,No
CID004204,25,Male,103700.0,Suburban,One Year,Electronic check,43.84,1346.87,30,233.0,1.8,3,5.0,No,Fiber optic,No,No,No,No,No
CID004205,41,Male,24700.0,Rural,One Year,Bank transfer,65.54,189.54,3,155.0,11.0,3,2.0,No,Fiber optic,Yes,No,No,Yes,Yes
CID004206,30,Female,224100.0,Urban,One Year,Electronic check,66.85,1656.63,24,140.0,14.2,3,3.0,No,DSL,No,No,No,No,Yes
CID004207,47,Female,20300.0,Suburban,Month-to-Month,Electronic check,104.4,1414.6,13,301.0,17.9,6,4.0,No,DSL,No,No,Yes,No,Yes
CID004208,18,Female,134100.0,Suburban,Month-to-Month,Mailed check,84.09,2373.6,29,121.0,14.3,4,4.0,Yes,Fiber optic,No,No,Yes,No,No
CID004209,27,Female,56500.0,Rural,One Year,Electronic check,67.21,528.51,8,156.0,14.4,3,3.0,No,No,No,No,No,No,No
CID004210,23,Male,46300.0,Suburban,Month-to-Month,Credit card,66.53,555.56,8,266.0,131.6,4,,No,DSL,Yes,No,No,No,No
CID004211,36,Female,68200.0,Urban,One Year,Credit card,100.72,105.59,1,207.0,91.2,2,1.0,No,Fiber optic,Yes,Yes,Yes,No,No
CID004212,31,Female,93200.0,Urban,One Year,Bank transfer,54.98,985.04,18,124.0,2.3,1,2.0,Yes,Fiber optic,No,Yes,No,No,No
CID004213,51,Male,31800.0,Suburban,Month-to-Month,Electronic check,63.14,60.2,1,236.0,4.6,4,4.0,No,No,No,No,No,No,Yes
CID004214,18,Male,33800.0,Suburban,Month-to-Month,Electronic check,89.37,7272.62,78,149.0,71.0,4,5.0,Yes,Fiber optic,Yes,No,Yes,No,Yes
CID004215,40,Male,94300.0,Rural,Month-to-Month,Electronic check,37.97,3110.44,86,245.0,9.6,4,1.0,Yes,No,No,No,No,No,Yes
CID004216,48,Male,18100.0,Urban,Month-to-Month,Mailed check,68.41,605.24,9,124.0,23.6,2,4.0,Yes,Fiber optic,Yes,Yes,No,No,Yes
CID004217,67,Female,39800.0,Rural,Month-to-Month,Electronic check,72.04,69.08,1,222.0,40.0,1,2.0,Yes,Fiber optic,Yes,No,Yes,No,Yes
CID004218,32,Female,503100.0,Urban,Two Year,Bank transfer,45.96,782.24,17,380.0,15.9,4,4.0,No,DSL,No,No,No,No,No
CID004219,44,Female,30400.0,Rural,Month-to-Month,Mailed check,90.98,3470.91,40,273.0,0.4,1,3.0,Yes,No,No,No,No,No,No
CID004220,18,Female,133700.0,Rural,One Year,Credit card,67.4,131.1,2,317.0,44.0,1,5.0,No,DSL,No,No,Yes,Yes,No
CID004221,18,Male,39700.0,Suburban,Month-to-Month,Credit card,75.92,6880.29,91,186.0,35.3,4,4.0,No,Fiber optic,Yes,Yes,No,Yes,Yes
CID004222,52,Female,85500.0,Suburban,Month-to-Month,Bank transfer,71.34,341.51,5,192.0,1.1,4,3.0,Yes,Fiber optic,No,No,No,Yes,No
CID004223,39,Male,94700.0,Urban,Month-to-Month,Bank transfer,62.83,3887.83,62,219.0,56.9,0,4.0,Yes,Fiber optic,No,Yes,Yes,No,No
CID004224,57,Female,132000.0,Urban,One Year,Electronic check,28.85,28.17,1,88.0,48.6,0,5.0,No,Fiber optic,No,Yes,No,Yes,No
CID004225,19,Male,52000.0,Urban,Month-to-Month,Electronic check,80.85,3790.34,48,147.0,8.0,1,,Yes,DSL,Yes,No,Yes,No,No
CID004226,47,Female,240900.0,Urban,Month-to-Month,Credit card,89.18,465.39,5,177.0,2.1,3,4.0,Yes,DSL,No,No,Yes,Yes,No
CID004227,68,Male,39600.0,Suburban,One Year,Bank transfer,59.9,183.12,3,108.0,12.9,0,4.0,No,Fiber optic,No,No,Yes,No,No
CID004228,46,Male,70500.0,Urban,Month-to-Month,Electronic check,40.1,1421.96,34,208.0,52.0,1,2.0,No,DSL,Yes,Yes,No,No,Yes
CID004229,44,Male,71100.0,Rural,Month-to-Month,Bank transfer,60.11,423.95,7,,16.5,4,,No,No,No,No,No,No,No
CID004230,40,Female,27300.0,Urban,Month-to-Month,Credit card,60.48,1070.02,17,162.0,8.3,5,5.0,Yes,Fiber optic,No,No,Yes,Yes,No
CID004231,18,Female,49000.0,Suburban,Month-to-Month,Electronic check,60.82,188.62,3,242.0,6.6,0,,Yes,DSL,No,Yes,Yes,Yes,Yes
CID004232,60,Male,67000.0,Suburban,Month-to-Month,Electronic check,80.01,1511.88,18,134.0,11.0,0,1.0,No,Fiber optic,Yes,No,Yes,Yes,No
CID004233,30,Female,44200.0,Urban,Month-to-Month,Credit card,43.82,1315.01,30,287.0,127.7,3,4.0,No,Fiber optic,No,No,No,No,No
CID004234,47,Female,330600.0,Urban,Month-to-Month,Mailed check,66.13,4989.6,74,169.0,52.7,0,4.0,Yes,DSL,No,No,No,No,No
CID004235,18,Female,33300.0,Urban,Two Year,Mailed check,48.41,280.6,6,194.0,19.8,1,4.0,No,Fiber optic,No,Yes,Yes,No,No
CID004236,22,Female,136700.0,Suburban,Two Year,Electronic check,65.12,4010.94,59,85.0,41.3,2,5.0,No,Fiber optic,Yes,No,No,Yes,No
CID004237,61,Male,109000.0,Suburban,One Year,Credit card,65.94,4307.97,66,330.0,9.5,3,3.0,Yes,No,No,No,No,No,No
CID004238,34,Male,59300.0,Urban,Two Year,Credit card,45.6,1045.0,22,314.0,23.9,5,,Yes,DSL,No,No,Yes,No,Yes
CID004239,61,Female,32700.0,Rural,Month-to-Month,Mailed check,97.79,2347.13,25,,51.5,0,3.0,Yes,Fiber optic,No,No,No,No,No
CID004240,38,Female,35000.0,Urban,One Year,Electronic check,41.9,41.96,1,112.0,11.5,1,3.0,No,DSL,Yes,Yes,No,Yes,Yes
CID004241,18,Female,41700.0,Suburban,Month-to-Month,Mailed check,56.57,53.75,1,161.0,40.3,2,4.0,No,DSL,No,No,Yes,No,Yes
CID004242,53,Female,17200.0,Urban,One Year,Electronic check,32.72,292.01,9,66.0,23.8,1,5.0,Yes,No,No,No,No,No,No
CID004243,31,Male,29700.0,Suburban,Month-to-Month,Electronic check,101.64,7792.28,80,141.0,23.9,3,,Yes,DSL,No,No,Yes,No,Yes
CID004244,50,Female,21200.0,Rural,Month-to-Month,Electronic check,74.28,1256.34,17,229.0,1.0,2,,No,Fiber optic,No,No,No,No,No
CID004245,40,Male,,Suburban,One Year,Electronic check,56.84,57.16,1,308.0,57.4,2,5.0,No,Fiber optic,No,No,Yes,No,No
CID004246,18,Other,92300.0,Urban,One Year,Credit card,78.59,3823.85,47,205.0,37.4,2,4.0,No,Fiber optic,No,No,No,No,Yes
CID004247,42,Male,103800.0,Urban,One Year,Electronic check,51.3,3065.28,61,157.0,0.9,1,5.0,No,No,No,No,No,No,No
CID004248,72,Female,90400.0,Rural,Month-to-Month,Mailed check,61.06,122.94,2,66.0,23.6,0,5.0,No,Fiber optic,Yes,Yes,No,Yes,No
CID004249,47,Female,67300.0,Suburban,Month-to-Month,Electronic check,91.87,3076.05,35,296.0,34.3,4,,Yes,Fiber optic,No,No,No,Yes,No
CID004250,39,Male,166500.0,Urban,Month-to-Month,Bank transfer,58.46,487.02,8,97.0,39.6,4,5.0,No,Fiber optic,No,No,No,No,Yes
CID004251,56,Male,,Suburban,Month-to-Month,Electronic check,60.28,359.93,6,173.0,2.3,5,3.0,No,No,No,No,No,No,No
CID004252,43,Female,64500.0,Urban,Month-to-Month,Mailed check,71.34,556.6,8,181.0,25.5,2,1.0,No,Fiber optic,No,No,No,Yes,No
CID004253,43,Female,101000.0,Urban,Month-to-Month,Credit card,76.81,4285.54,56,131.0,6.6,4,3.0,No,No,No,No,No,No,Yes
CID004254,23,Male,23700.0,Rural,Month-to-Month,Credit card,84.73,5243.54,62,183.0,15.0,2,3.0,No,DSL,Yes,No,Yes,Yes,Yes
CID004255,43,Female,,Suburban,Month-to-Month,Bank transfer,65.74,808.07,12,153.0,18.7,3,4.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes
CID004256,55,Female,61100.0,Urban,One Year,Electronic check,34.87,1862.77,51,182.0,0.7,0,4.0,No,Fiber optic,No,No,No,Yes,No
CID004257,27,Male,66100.0,Suburban,Two Year,Electronic check,53.54,466.74,9,,8.9,1,3.0,Yes,No,No,No,No,No,No
CID004258,61,Male,144300.0,Rural,Month-to-Month,Bank transfer,74.07,6298.54,89,458.0,39.9,5,2.0,No,Fiber optic,Yes,No,No,No,Yes
CID004259,38,Female,113600.0,Urban,Month-to-Month,Electronic check,73.53,373.37,5,165.0,46.2,4,4.0,No,Fiber optic,Yes,No,No,Yes,Yes
CID004260,26,Female,61500.0,Suburban,Month-to-Month,Mailed check,54.88,455.92,8,196.0,10.0,2,4.0,No,DSL,Yes,No,No,Yes,Yes
